FileName,action,action_class
Img_1000.jpg,walking_the_dog,Interacting_with_animal
Img_1001.jpg,riding_a_bike,other_activity
Img_1002.jpg,gardening,domestic_work
Img_1008.jpg,cooking,domestic_work
Img_1010.jpg,jumping,other_activity
Img_1011.jpg,cutting_vegetables,domestic_work
Img_1020.jpg,watching_TV,using_comm_device
Img_1023.jpg,cleaning_the_floor,domestic_work
Img_1027.jpg,shooting_an_arrow,other_activity
Img_1031.jpg,riding_a_bike,other_activity
Img_1033.jpg,watching_TV,using_comm_device
Img_1034.jpg,texting_message,using_comm_device
Img_1035.jpg,shooting_an_arrow,other_activity
Img_1040.jpg,playing_violin,playing_musical_instrument
Img_1042.jpg,feeding_a_horse,Interacting_with_animal
Img_1045.jpg,texting_message,using_comm_device
Img_1048.jpg,playing_violin,playing_musical_instrument
Img_1049.jpg,cleaning_the_floor,domestic_work
Img_1050.jpg,texting_message,using_comm_device
Img_1056.jpg,taking_photos,using_comm_device
Img_1057.jpg,playing_violin,playing_musical_instrument
Img_1058.jpg,walking_the_dog,Interacting_with_animal
Img_1059.jpg,washing_dishes,domestic_work
Img_1060.jpg,riding_a_bike,other_activity
Img_1063.jpg,cutting_vegetables,domestic_work
Img_1068.jpg,gardening,domestic_work
Img_1069.jpg,jumping,other_activity
Img_1076.jpg,riding_a_horse,Interacting_with_animal
Img_1079.jpg,rowing_a_boat,other_activity
Img_108.jpg,riding_a_horse,Interacting_with_animal
Img_1087.jpg,playing_guitar,playing_musical_instrument
Img_1091.jpg,gardening,domestic_work
Img_1094.jpg,walking_the_dog,Interacting_with_animal
Img_1098.jpg,climbing,other_activity
Img_1100.jpg,shooting_an_arrow,other_activity
Img_1105.jpg,watching_TV,using_comm_device
Img_1109.jpg,running,other_activity
Img_1113.jpg,riding_a_horse,Interacting_with_animal
Img_1114.jpg,phoning,using_comm_device
Img_1115.jpg,riding_a_bike,other_activity
Img_1116.jpg,feeding_a_horse,Interacting_with_animal
Img_112.jpg,cleaning_the_floor,domestic_work
Img_1125.jpg,cutting_vegetables,domestic_work
Img_1126.jpg,washing_dishes,domestic_work
Img_1127.jpg,climbing,other_activity
Img_1136.jpg,washing_dishes,domestic_work
Img_1137.jpg,riding_a_bike,other_activity
Img_114.jpg,watching_TV,using_comm_device
Img_1146.jpg,washing_dishes,domestic_work
Img_1147.jpg,cooking,domestic_work
Img_115.jpg,cooking,domestic_work
Img_1150.jpg,watching_TV,using_comm_device
Img_1151.jpg,running,other_activity
Img_1152.jpg,riding_a_bike,other_activity
Img_1156.jpg,shooting_an_arrow,other_activity
Img_1157.jpg,riding_a_horse,Interacting_with_animal
Img_1159.jpg,jumping,other_activity
Img_1161.jpg,using_a_computer,using_comm_device
Img_1170.jpg,jumping,other_activity
Img_1172.jpg,rowing_a_boat,other_activity
Img_1175.jpg,using_a_computer,using_comm_device
Img_1179.jpg,gardening,domestic_work
Img_1180.jpg,riding_a_horse,Interacting_with_animal
Img_1182.jpg,feeding_a_horse,Interacting_with_animal
Img_1183.jpg,running,other_activity
Img_1186.jpg,riding_a_horse,Interacting_with_animal
Img_1188.jpg,gardening,domestic_work
Img_1191.jpg,running,other_activity
Img_1194.jpg,shooting_an_arrow,other_activity
Img_1197.jpg,cooking,domestic_work
Img_1202.jpg,phoning,using_comm_device
Img_1203.jpg,walking_the_dog,Interacting_with_animal
Img_121.jpg,climbing,other_activity
Img_1220.jpg,feeding_a_horse,Interacting_with_animal
Img_1221.jpg,jumping,other_activity
Img_1222.jpg,climbing,other_activity
Img_1227.jpg,gardening,domestic_work
Img_1236.jpg,texting_message,using_comm_device
Img_1238.jpg,rowing_a_boat,other_activity
Img_1244.jpg,running,other_activity
Img_1245.jpg,running,other_activity
Img_1246.jpg,walking_the_dog,Interacting_with_animal
Img_1249.jpg,watching_TV,using_comm_device
Img_1250.jpg,texting_message,using_comm_device
Img_1254.jpg,running,other_activity
Img_1255.jpg,using_a_computer,using_comm_device
Img_1257.jpg,phoning,using_comm_device
Img_126.jpg,walking_the_dog,Interacting_with_animal
Img_1262.jpg,riding_a_horse,Interacting_with_animal
Img_1264.jpg,cooking,domestic_work
Img_1267.jpg,taking_photos,using_comm_device
Img_1269.jpg,riding_a_horse,Interacting_with_animal
Img_127.jpg,cleaning_the_floor,domestic_work
Img_1270.jpg,cooking,domestic_work
Img_128.jpg,jumping,other_activity
Img_1280.jpg,walking_the_dog,Interacting_with_animal
Img_1287.jpg,riding_a_horse,Interacting_with_animal
Img_1292.jpg,using_a_computer,using_comm_device
Img_1297.jpg,riding_a_horse,Interacting_with_animal
Img_1299.jpg,riding_a_horse,Interacting_with_animal
Img_130.jpg,texting_message,using_comm_device
Img_1302.jpg,riding_a_horse,Interacting_with_animal
Img_1305.jpg,phoning,using_comm_device
Img_1307.jpg,jumping,other_activity
Img_1315.jpg,walking_the_dog,Interacting_with_animal
Img_1316.jpg,watching_TV,using_comm_device
Img_1319.jpg,cooking,domestic_work
Img_132.jpg,watching_TV,using_comm_device
Img_1325.jpg,walking_the_dog,Interacting_with_animal
Img_1327.jpg,riding_a_horse,Interacting_with_animal
Img_1328.jpg,riding_a_horse,Interacting_with_animal
Img_1329.jpg,climbing,other_activity
Img_1332.jpg,running,other_activity
Img_1334.jpg,washing_dishes,domestic_work
Img_1337.jpg,playing_guitar,playing_musical_instrument
Img_1338.jpg,running,other_activity
Img_1339.jpg,using_a_computer,using_comm_device
Img_1344.jpg,running,other_activity
Img_1346.jpg,running,other_activity
Img_1357.jpg,playing_violin,playing_musical_instrument
Img_1360.jpg,jumping,other_activity
Img_1361.jpg,playing_guitar,playing_musical_instrument
Img_1367.jpg,cooking,domestic_work
Img_1374.jpg,playing_violin,playing_musical_instrument
Img_1376.jpg,cooking,domestic_work
Img_1377.jpg,riding_a_bike,other_activity
Img_1378.jpg,walking_the_dog,Interacting_with_animal
Img_1383.jpg,playing_guitar,playing_musical_instrument
Img_1388.jpg,walking_the_dog,Interacting_with_animal
Img_1395.jpg,walking_the_dog,Interacting_with_animal
Img_1397.jpg,cutting_vegetables,domestic_work
Img_1398.jpg,feeding_a_horse,Interacting_with_animal
Img_140.jpg,cooking,domestic_work
Img_1405.jpg,cutting_vegetables,domestic_work
Img_1409.jpg,riding_a_bike,other_activity
Img_141.jpg,using_a_computer,using_comm_device
Img_1410.jpg,running,other_activity
Img_1412.jpg,gardening,domestic_work
Img_1413.jpg,playing_guitar,playing_musical_instrument
Img_1415.jpg,cooking,domestic_work
Img_1419.jpg,using_a_computer,using_comm_device
Img_142.jpg,riding_a_bike,other_activity
Img_1420.jpg,shooting_an_arrow,other_activity
Img_1424.jpg,taking_photos,using_comm_device
Img_1425.jpg,shooting_an_arrow,other_activity
Img_1429.jpg,taking_photos,using_comm_device
Img_1430.jpg,running,other_activity
Img_1431.jpg,climbing,other_activity
Img_1441.jpg,riding_a_horse,Interacting_with_animal
Img_1442.jpg,playing_guitar,playing_musical_instrument
Img_1445.jpg,climbing,other_activity
Img_1446.jpg,riding_a_horse,Interacting_with_animal
Img_1450.jpg,cooking,domestic_work
Img_1455.jpg,playing_guitar,playing_musical_instrument
Img_1456.jpg,walking_the_dog,Interacting_with_animal
Img_1458.jpg,watching_TV,using_comm_device
Img_1459.jpg,climbing,other_activity
Img_1460.jpg,playing_guitar,playing_musical_instrument
Img_1461.jpg,cooking,domestic_work
Img_1468.jpg,playing_guitar,playing_musical_instrument
Img_147.jpg,feeding_a_horse,Interacting_with_animal
Img_1470.jpg,climbing,other_activity
Img_1471.jpg,playing_guitar,playing_musical_instrument
Img_1474.jpg,cleaning_the_floor,domestic_work
Img_1482.jpg,riding_a_horse,Interacting_with_animal
Img_1485.jpg,playing_violin,playing_musical_instrument
Img_149.jpg,cutting_vegetables,domestic_work
Img_1491.jpg,walking_the_dog,Interacting_with_animal
Img_1496.jpg,jumping,other_activity
Img_1497.jpg,using_a_computer,using_comm_device
Img_150.jpg,feeding_a_horse,Interacting_with_animal
Img_1501.jpg,cooking,domestic_work
Img_1505.jpg,feeding_a_horse,Interacting_with_animal
Img_1508.jpg,climbing,other_activity
Img_151.jpg,jumping,other_activity
Img_1511.jpg,feeding_a_horse,Interacting_with_animal
Img_1512.jpg,taking_photos,using_comm_device
Img_1514.jpg,jumping,other_activity
Img_1519.jpg,cooking,domestic_work
Img_1522.jpg,cooking,domestic_work
Img_153.jpg,washing_dishes,domestic_work
Img_1540.jpg,rowing_a_boat,other_activity
Img_1541.jpg,running,other_activity
Img_1542.jpg,riding_a_bike,other_activity
Img_1545.jpg,taking_photos,using_comm_device
Img_1548.jpg,washing_dishes,domestic_work
Img_155.jpg,phoning,using_comm_device
Img_1550.jpg,jumping,other_activity
Img_1553.jpg,watching_TV,using_comm_device
Img_1554.jpg,watching_TV,using_comm_device
Img_1557.jpg,using_a_computer,using_comm_device
Img_1559.jpg,washing_dishes,domestic_work
Img_1561.jpg,playing_violin,playing_musical_instrument
Img_1562.jpg,running,other_activity
Img_1567.jpg,jumping,other_activity
Img_1572.jpg,feeding_a_horse,Interacting_with_animal
Img_1574.jpg,cooking,domestic_work
Img_1584.jpg,running,other_activity
Img_1585.jpg,riding_a_bike,other_activity
Img_1586.jpg,playing_violin,playing_musical_instrument
Img_1589.jpg,playing_guitar,playing_musical_instrument
Img_1594.jpg,riding_a_horse,Interacting_with_animal
Img_1596.jpg,playing_guitar,playing_musical_instrument
Img_1598.jpg,cleaning_the_floor,domestic_work
Img_16.jpg,cooking,domestic_work
Img_1601.jpg,riding_a_horse,Interacting_with_animal
Img_1603.jpg,rowing_a_boat,other_activity
Img_1604.jpg,feeding_a_horse,Interacting_with_animal
Img_1610.jpg,jumping,other_activity
Img_1612.jpg,riding_a_horse,Interacting_with_animal
Img_1620.jpg,riding_a_horse,Interacting_with_animal
Img_1621.jpg,shooting_an_arrow,other_activity
Img_1624.jpg,climbing,other_activity
Img_163.jpg,feeding_a_horse,Interacting_with_animal
Img_1631.jpg,cutting_vegetables,domestic_work
Img_1632.jpg,gardening,domestic_work
Img_1636.jpg,cooking,domestic_work
Img_1637.jpg,jumping,other_activity
Img_1639.jpg,cooking,domestic_work
Img_164.jpg,jumping,other_activity
Img_1641.jpg,cleaning_the_floor,domestic_work
Img_1650.jpg,playing_guitar,playing_musical_instrument
Img_1651.jpg,riding_a_bike,other_activity
Img_1653.jpg,using_a_computer,using_comm_device
Img_1655.jpg,using_a_computer,using_comm_device
Img_1659.jpg,feeding_a_horse,Interacting_with_animal
Img_166.jpg,cooking,domestic_work
Img_1661.jpg,riding_a_bike,other_activity
Img_1665.jpg,feeding_a_horse,Interacting_with_animal
Img_1666.jpg,walking_the_dog,Interacting_with_animal
Img_1667.jpg,watching_TV,using_comm_device
Img_1669.jpg,shooting_an_arrow,other_activity
Img_1677.jpg,playing_guitar,playing_musical_instrument
Img_1681.jpg,playing_violin,playing_musical_instrument
Img_1683.jpg,walking_the_dog,Interacting_with_animal
Img_1684.jpg,taking_photos,using_comm_device
Img_1688.jpg,climbing,other_activity
Img_1689.jpg,climbing,other_activity
Img_1691.jpg,playing_violin,playing_musical_instrument
Img_1693.jpg,running,other_activity
Img_1698.jpg,riding_a_bike,other_activity
Img_1699.jpg,feeding_a_horse,Interacting_with_animal
Img_1700.jpg,cleaning_the_floor,domestic_work
Img_1701.jpg,using_a_computer,using_comm_device
Img_171.jpg,feeding_a_horse,Interacting_with_animal
Img_1712.jpg,rowing_a_boat,other_activity
Img_1715.jpg,cooking,domestic_work
Img_1716.jpg,riding_a_horse,Interacting_with_animal
Img_1719.jpg,cooking,domestic_work
Img_172.jpg,gardening,domestic_work
Img_1725.jpg,texting_message,using_comm_device
Img_1728.jpg,taking_photos,using_comm_device
Img_1732.jpg,walking_the_dog,Interacting_with_animal
Img_1734.jpg,riding_a_horse,Interacting_with_animal
Img_1743.jpg,cutting_vegetables,domestic_work
Img_1747.jpg,texting_message,using_comm_device
Img_1751.jpg,texting_message,using_comm_device
Img_1752.jpg,gardening,domestic_work
Img_1755.jpg,watching_TV,using_comm_device
Img_1763.jpg,cutting_vegetables,domestic_work
Img_1765.jpg,playing_guitar,playing_musical_instrument
Img_177.jpg,riding_a_horse,Interacting_with_animal
Img_1770.jpg,jumping,other_activity
Img_1772.jpg,phoning,using_comm_device
Img_1773.jpg,feeding_a_horse,Interacting_with_animal
Img_1780.jpg,playing_violin,playing_musical_instrument
Img_1782.jpg,climbing,other_activity
Img_1786.jpg,playing_violin,playing_musical_instrument
Img_1788.jpg,playing_violin,playing_musical_instrument
Img_1791.jpg,running,other_activity
Img_1793.jpg,texting_message,using_comm_device
Img_1796.jpg,feeding_a_horse,Interacting_with_animal
Img_18.jpg,watching_TV,using_comm_device
Img_1801.jpg,cutting_vegetables,domestic_work
Img_1802.jpg,cutting_vegetables,domestic_work
Img_1804.jpg,walking_the_dog,Interacting_with_animal
Img_1809.jpg,jumping,other_activity
Img_1813.jpg,walking_the_dog,Interacting_with_animal
Img_1814.jpg,taking_photos,using_comm_device
Img_1815.jpg,phoning,using_comm_device
Img_1821.jpg,washing_dishes,domestic_work
Img_1830.jpg,cutting_vegetables,domestic_work
Img_1831.jpg,cleaning_the_floor,domestic_work
Img_1834.jpg,watching_TV,using_comm_device
Img_1835.jpg,riding_a_bike,other_activity
Img_1842.jpg,shooting_an_arrow,other_activity
Img_1843.jpg,gardening,domestic_work
Img_1844.jpg,taking_photos,using_comm_device
Img_1852.jpg,using_a_computer,using_comm_device
Img_1858.jpg,playing_violin,playing_musical_instrument
Img_1860.jpg,gardening,domestic_work
Img_1865.jpg,running,other_activity
Img_1869.jpg,jumping,other_activity
Img_1871.jpg,riding_a_bike,other_activity
Img_1872.jpg,riding_a_bike,other_activity
Img_1877.jpg,climbing,other_activity
Img_1878.jpg,feeding_a_horse,Interacting_with_animal
Img_188.jpg,riding_a_bike,other_activity
Img_1881.jpg,climbing,other_activity
Img_1882.jpg,jumping,other_activity
Img_1883.jpg,walking_the_dog,Interacting_with_animal
Img_1893.jpg,rowing_a_boat,other_activity
Img_1897.jpg,rowing_a_boat,other_activity
Img_19.jpg,texting_message,using_comm_device
Img_190.jpg,cleaning_the_floor,domestic_work
Img_1900.jpg,washing_dishes,domestic_work
Img_1904.jpg,jumping,other_activity
Img_1912.jpg,playing_guitar,playing_musical_instrument
Img_1914.jpg,shooting_an_arrow,other_activity
Img_1918.jpg,riding_a_bike,other_activity
Img_192.jpg,taking_photos,using_comm_device
Img_1920.jpg,using_a_computer,using_comm_device
Img_1921.jpg,washing_dishes,domestic_work
